gpu_usage,net_latency,comput_latency,ete_latency,successful,unsuccessful,energy,hmd_energy,services_on_hmds
5.252,1.135,2.989,4.124,66,0,1766.177,330.177,584
5.198,1.11,2.999,4.109,62,0,1793.827,369.981,584
5.284,1.096,2.998,4.094,72,0,1813.272,349.039,584
5.285,1.12,3.003,4.123,71,0,1843.035,371.491,584
5.27,1.119,3.007,4.125,77,0,1860.718,372.501,584
5.312,1.122,3.013,4.135,84,0,1844.72,372.656,584
5.396,1.14,3.007,4.147,121,0,1780.398,329.307,584
5.287,1.154,3.006,4.16,89,0,1808.839,326.741,584
5.354,1.162,3.003,4.166,71,0,1779.997,343.604,584
5.268,1.155,3.012,4.167,87,0,1853.833,358.633,584
5.224,1.153,2.998,4.151,65,0,1790.305,357.94,584
5.268,1.143,3.001,4.145,75,0,1833.828,360.494,584
5.285,1.154,3.013,4.167,76,0,1849.303,357.393,584
