gpu_usage,net_latency,comput_latency,ete_latency,successful,unsuccessful
1.774,0.091,3.431,3.522,6,0
1.718,0.091,3.433,3.525,14,0
1.731,0.092,3.425,3.517,17,0
1.833,0.092,3.422,3.515,5,0
1.796,0.093,3.415,3.508,11,0
1.814,0.093,3.424,3.517,14,0
1.818,0.094,3.415,3.508,23,0
1.737,0.092,3.427,3.519,17,0
1.752,0.091,3.428,3.519,15,0
1.706,0.091,3.424,3.515,18,0
1.692,0.091,3.439,3.53,28,0
1.642,0.092,3.433,3.525,15,0
1.673,0.091,3.435,3.527,19,0
1.741,0.092,3.432,3.524,23,0
1.712,0.092,3.44,3.531,14,0
1.793,0.092,3.433,3.525,13,0
1.692,0.091,3.438,3.529,25,0
1.79,0.093,3.428,3.521,19,0
1.754,0.092,3.432,3.523,11,0
1.801,0.091,3.437,3.529,14,0
1.762,0.091,3.441,3.532,14,0
1.724,0.091,3.447,3.538,20,0
1.711,0.09,3.45,3.54,14,0
1.769,0.09,3.455,3.545,12,0
1.774,0.091,3.458,3.549,21,0
1.75,0.09,3.459,3.549,11,0
1.697,0.091,3.466,3.557,15,0
1.776,0.091,3.462,3.552,22,0
1.656,0.092,3.458,3.55,16,0
1.789,0.091,3.464,3.555,19,0
1.755,0.091,3.472,3.563,11,0
1.772,0.091,3.474,3.565,13,0
1.746,0.091,3.468,3.56,8,0
1.784,0.09,3.469,3.559,13,0
1.799,0.09,3.464,3.554,12,0
1.739,0.09,3.456,3.547,15,0
1.749,0.091,3.451,3.542,14,0
1.773,0.09,3.453,3.544,10,0
1.812,0.089,3.47,3.559,18,0
1.779,0.089,3.475,3.564,18,0
1.745,0.091,3.462,3.553,13,0
1.762,0.09,3.464,3.555,12,0
1.733,0.092,3.458,3.55,15,0
1.758,0.092,3.455,3.548,9,0
1.803,0.093,3.455,3.548,14,0
1.764,0.092,3.457,3.55,17,0
1.719,0.093,3.459,3.552,11,0
1.764,0.093,3.455,3.548,13,0
1.787,0.093,3.446,3.539,14,0
1.744,0.093,3.448,3.541,17,0
1.832,0.095,3.441,3.535,12,0
1.795,0.093,3.45,3.543,13,0
1.719,0.091,3.464,3.556,16,0
1.709,0.091,3.464,3.555,16,0
1.777,0.093,3.447,3.54,21,0
1.723,0.094,3.431,3.525,13,0
1.778,0.093,3.442,3.535,16,0
1.756,0.094,3.433,3.528,22,0
1.787,0.094,3.437,3.531,8,0
1.782,0.094,3.443,3.537,12,0
1.752,0.093,3.449,3.543,18,0
1.755,0.093,3.451,3.544,14,0
1.75,0.094,3.445,3.539,9,0
1.761,0.094,3.446,3.539,12,0
1.784,0.094,3.436,3.53,15,0
1.82,0.095,3.432,3.527,26,0
1.772,0.093,3.453,3.546,13,0
1.744,0.094,3.446,3.54,16,0
1.767,0.094,3.442,3.536,20,0
1.753,0.096,3.43,3.526,17,0
1.72,0.096,3.433,3.528,5,0
1.783,0.094,3.441,3.535,14,0
1.75,0.094,3.443,3.537,13,0
1.766,0.092,3.459,3.551,14,0
1.767,0.091,3.457,3.548,15,0
1.692,0.091,3.456,3.547,18,0
1.8,0.092,3.445,3.537,16,0
1.693,0.091,3.444,3.535,19,0
1.773,0.091,3.444,3.536,9,0
1.767,0.091,3.438,3.529,15,0
1.738,0.09,3.449,3.539,18,0
1.772,0.089,3.459,3.548,11,0
1.75,0.09,3.458,3.548,13,0
1.764,0.088,3.468,3.556,20,0
1.714,0.086,3.474,3.56,12,0
1.749,0.086,3.478,3.565,14,0
1.74,0.087,3.474,3.561,12,0
1.758,0.088,3.467,3.554,11,0
1.722,0.088,3.459,3.548,12,0
1.704,0.089,3.458,3.547,15,0
1.756,0.088,3.469,3.557,15,0
1.784,0.089,3.465,3.554,14,0
1.75,0.089,3.45,3.54,11,0
1.778,0.091,3.447,3.538,11,0
1.778,0.091,3.449,3.54,19,0
1.761,0.092,3.433,3.524,22,0
1.72,0.092,3.423,3.515,21,0
1.752,0.092,3.42,3.511,14,0
1.687,0.09,3.433,3.523,16,0
1.749,0.089,3.443,3.532,13,0
1.76,0.09,3.433,3.523,13,0
1.757,0.089,3.438,3.527,16,0
1.816,0.09,3.423,3.513,12,0
1.726,0.089,3.425,3.515,14,0
1.774,0.089,3.43,3.52,14,0
1.77,0.088,3.44,3.528,17,0
1.75,0.087,3.449,3.536,16,0
1.72,0.089,3.437,3.526,24,0
1.798,0.088,3.441,3.529,15,0
1.753,0.087,3.451,3.538,14,0
1.794,0.088,3.445,3.534,13,0
1.761,0.088,3.445,3.534,15,0
1.766,0.089,3.445,3.533,15,0
1.773,0.088,3.444,3.532,9,0
1.747,0.089,3.436,3.525,10,0
1.76,0.088,3.438,3.526,15,0
1.795,0.09,3.421,3.511,22,0
1.724,0.089,3.416,3.505,21,0
1.757,0.089,3.421,3.51,18,0
1.825,0.09,3.411,3.501,18,0
1.735,0.091,3.398,3.488,11,0
1.686,0.091,3.396,3.487,15,0
1.698,0.093,3.379,3.472,16,0
1.767,0.092,3.378,3.47,13,0
1.765,0.093,3.369,3.462,19,0
1.765,0.093,3.365,3.458,16,0
1.727,0.093,3.366,3.459,16,0
1.808,0.094,3.349,3.443,20,0
1.79,0.094,3.353,3.447,12,0
1.757,0.093,3.362,3.454,17,0
1.76,0.092,3.368,3.46,18,0
1.763,0.091,3.376,3.467,13,0
1.773,0.091,3.368,3.458,25,0
1.731,0.091,3.362,3.454,14,0
1.731,0.091,3.361,3.452,14,0
1.712,0.09,3.365,3.455,15,0
1.787,0.091,3.348,3.438,13,0
1.807,0.09,3.355,3.445,18,0
1.749,0.09,3.355,3.446,12,0
1.761,0.09,3.36,3.45,11,0
1.73,0.091,3.352,3.442,17,0
1.704,0.091,3.349,3.441,18,0
1.744,0.092,3.346,3.438,9,0
1.782,0.092,3.344,3.436,12,0
1.76,0.092,3.339,3.431,13,0
1.79,0.093,3.326,3.419,14,0
1.825,0.093,3.326,3.419,14,0
1.746,0.091,3.336,3.428,17,0
1.807,0.093,3.33,3.422,16,0
1.742,0.092,3.336,3.428,15,0
1.799,0.092,3.336,3.429,9,0
1.79,0.092,3.341,3.433,17,0
1.734,0.091,3.35,3.44,7,0
1.793,0.091,3.353,3.444,11,0
1.791,0.091,3.35,3.441,17,0
1.746,0.091,3.347,3.438,18,0
1.77,0.092,3.348,3.439,17,0
1.73,0.09,3.358,3.448,11,0
1.751,0.091,3.355,3.445,12,0
1.772,0.089,3.369,3.458,22,0
1.768,0.09,3.364,3.453,14,0
1.759,0.09,3.352,3.442,8,0
1.731,0.09,3.359,3.449,9,0
1.769,0.091,3.347,3.439,12,0
1.754,0.093,3.34,3.433,11,0
1.811,0.092,3.34,3.432,19,0
1.78,0.091,3.35,3.441,14,0
1.739,0.09,3.355,3.445,13,0
1.759,0.09,3.368,3.457,22,0
1.788,0.09,3.363,3.453,9,0
1.793,0.089,3.377,3.466,17,0
1.766,0.089,3.379,3.467,10,0
1.759,0.088,3.383,3.471,20,0
1.739,0.086,3.402,3.489,21,0
1.701,0.086,3.409,3.494,12,0
1.678,0.087,3.404,3.491,15,0
1.735,0.086,3.404,3.491,21,0
1.764,0.087,3.399,3.486,11,0
1.767,0.087,3.399,3.486,9,0
1.736,0.088,3.386,3.475,14,0
1.709,0.089,3.378,3.467,16,0
1.74,0.088,3.394,3.482,14,0
1.74,0.089,3.389,3.478,13,0
1.71,0.09,3.385,3.475,20,0
1.734,0.09,3.384,3.475,14,0
1.716,0.091,3.382,3.473,16,0
1.75,0.09,3.396,3.485,19,0
1.749,0.089,3.398,3.487,14,0
1.785,0.09,3.395,3.485,17,0
1.708,0.091,3.39,3.48,15,0
1.679,0.09,3.396,3.486,10,0
1.843,0.089,3.399,3.488,15,0
1.797,0.091,3.385,3.475,9,0
1.735,0.091,3.379,3.47,14,0
1.705,0.09,3.384,3.475,13,0
1.797,0.091,3.385,3.475,18,0
1.812,0.089,3.406,3.496,24,0
1.83,0.089,3.415,3.504,14,0
1.789,0.089,3.413,3.502,23,0
1.783,0.089,3.416,3.505,14,0
1.747,0.088,3.413,3.502,16,0
1.825,0.089,3.403,3.492,12,0
1.741,0.09,3.403,3.493,21,0
1.749,0.09,3.418,3.507,11,0
1.781,0.09,3.413,3.503,14,0
1.701,0.09,3.413,3.503,16,0
1.776,0.09,3.412,3.502,10,0
1.785,0.09,3.407,3.497,15,0
1.717,0.091,3.396,3.487,16,0
1.742,0.09,3.405,3.495,11,0
1.796,0.091,3.402,3.493,14,0
1.756,0.091,3.401,3.492,11,0
1.779,0.092,3.394,3.486,11,0
1.723,0.092,3.398,3.49,13,0
1.741,0.092,3.392,3.484,12,0
1.707,0.091,3.402,3.493,17,0
1.748,0.092,3.394,3.486,12,0
1.731,0.091,3.409,3.5,15,0
1.774,0.091,3.414,3.505,15,0
1.725,0.092,3.407,3.499,10,0
1.771,0.092,3.403,3.494,12,0
1.757,0.091,3.413,3.505,16,0
1.784,0.09,3.431,3.521,14,0
1.796,0.09,3.425,3.516,13,0
1.766,0.09,3.433,3.523,24,0
1.773,0.09,3.436,3.526,13,0
1.8,0.09,3.425,3.515,14,0
1.765,0.091,3.422,3.512,14,0
1.774,0.091,3.411,3.503,9,0
1.723,0.093,3.406,3.499,14,0
1.736,0.094,3.392,3.486,20,0
1.68,0.094,3.383,3.477,23,0
1.756,0.093,3.391,3.484,18,0
1.711,0.093,3.386,3.479,23,0
1.687,0.094,3.381,3.475,20,0
1.738,0.096,3.366,3.461,9,0
1.755,0.096,3.359,3.455,16,0
1.732,0.095,3.367,3.462,15,0
1.722,0.094,3.375,3.468,11,0
1.709,0.092,3.384,3.477,13,0
1.729,0.092,3.388,3.48,12,0
1.758,0.09,3.395,3.485,22,0
1.761,0.091,3.395,3.486,21,0
1.757,0.092,3.377,3.469,17,0
1.788,0.092,3.382,3.474,11,0
1.776,0.092,3.374,3.467,11,0
1.716,0.092,3.383,3.474,16,0
1.726,0.091,3.388,3.479,5,0
1.762,0.092,3.392,3.484,20,0
1.715,0.092,3.385,3.477,5,0
1.792,0.092,3.393,3.484,16,0
1.8,0.092,3.387,3.479,17,0
1.757,0.093,3.371,3.464,19,0
1.808,0.092,3.379,3.471,14,0
1.747,0.092,3.367,3.459,16,0
1.758,0.091,3.385,3.476,13,0
1.753,0.091,3.385,3.476,15,0
1.75,0.09,3.394,3.484,16,0
1.764,0.091,3.388,3.479,14,0
1.715,0.091,3.396,3.486,18,0
1.71,0.092,3.384,3.476,16,0
1.719,0.092,3.382,3.474,21,0
1.733,0.092,3.381,3.473,12,0
1.692,0.093,3.373,3.466,12,0
1.696,0.094,3.359,3.454,13,0
1.734,0.095,3.355,3.45,17,0
1.758,0.094,3.369,3.463,17,0
1.731,0.095,3.36,3.455,13,0
1.712,0.096,3.348,3.443,13,0
1.736,0.095,3.352,3.447,11,0
1.743,0.094,3.362,3.456,17,0
1.745,0.093,3.371,3.464,16,0
1.784,0.092,3.378,3.469,16,0
1.728,0.091,3.38,3.471,15,0
1.735,0.093,3.364,3.456,18,0
1.791,0.093,3.365,3.458,10,0
1.737,0.094,3.369,3.463,15,0
1.728,0.093,3.368,3.462,16,0
1.712,0.095,3.354,3.449,20,0
1.739,0.096,3.359,3.455,16,0
1.79,0.097,3.353,3.45,17,0
1.764,0.098,3.342,3.441,26,0
1.727,0.099,3.34,3.439,8,0
1.69,0.1,3.339,3.438,19,0
1.738,0.099,3.347,3.445,15,0
1.73,0.098,3.35,3.448,7,0
1.724,0.098,3.351,3.45,18,0
1.74,0.097,3.355,3.452,19,0
1.716,0.096,3.36,3.456,18,0
1.718,0.097,3.356,3.452,12,0
1.782,0.097,3.349,3.446,17,0
1.778,0.097,3.358,3.455,14,0
1.77,0.096,3.37,3.466,17,0
1.782,0.095,3.376,3.471,24,0
1.803,0.096,3.369,3.465,13,0
1.736,0.096,3.365,3.461,14,0
1.756,0.096,3.369,3.465,13,0
1.752,0.096,3.365,3.462,11,0
1.801,0.096,3.365,3.461,16,0
1.802,0.096,3.366,3.462,14,0
1.766,0.097,3.367,3.463,12,0
1.789,0.095,3.376,3.471,17,0
1.731,0.094,3.382,3.476,18,0
1.742,0.093,3.39,3.483,20,0
1.716,0.092,3.406,3.499,18,0
1.725,0.091,3.414,3.505,16,0
1.701,0.091,3.42,3.51,11,0
1.736,0.092,3.415,3.507,15,0
1.769,0.091,3.417,3.508,18,0
1.772,0.091,3.418,3.509,12,0
1.759,0.092,3.408,3.5,19,0
1.74,0.092,3.408,3.5,11,0
1.773,0.092,3.404,3.496,12,0
1.709,0.093,3.398,3.49,11,0
1.754,0.093,3.394,3.487,12,0
1.754,0.092,3.401,3.493,13,0
1.71,0.092,3.413,3.505,14,0
1.667,0.091,3.418,3.509,13,0
1.711,0.09,3.434,3.525,13,0
1.752,0.09,3.436,3.525,9,0
1.718,0.091,3.426,3.517,21,0
1.701,0.092,3.414,3.506,13,0
1.683,0.092,3.416,3.508,17,0
1.734,0.091,3.428,3.519,16,0
1.73,0.091,3.426,3.517,20,0
1.756,0.091,3.42,3.512,17,0
1.696,0.091,3.422,3.514,14,0
1.73,0.091,3.425,3.515,13,0
1.787,0.09,3.425,3.515,17,0
1.839,0.089,3.433,3.522,14,0
1.782,0.089,3.43,3.519,13,0
1.724,0.087,3.444,3.531,11,0
1.795,0.087,3.446,3.533,12,0
1.793,0.086,3.455,3.542,17,0
1.8,0.086,3.457,3.542,11,0
1.804,0.085,3.467,3.552,8,0
1.831,0.085,3.464,3.548,20,0
1.769,0.085,3.458,3.543,16,0
1.724,0.084,3.464,3.548,15,0
1.718,0.083,3.47,3.554,21,0
1.735,0.084,3.457,3.541,13,0
1.811,0.084,3.46,3.544,17,0
1.742,0.085,3.457,3.542,8,0
1.75,0.085,3.459,3.544,15,0
1.771,0.086,3.451,3.538,13,0
1.782,0.085,3.462,3.547,10,0
1.771,0.085,3.459,3.543,9,0
1.727,0.085,3.462,3.546,16,0
1.751,0.086,3.452,3.538,14,0
1.784,0.085,3.463,3.548,11,0
1.744,0.085,3.471,3.556,17,0
1.761,0.087,3.446,3.533,20,0
1.718,0.087,3.446,3.533,18,0
1.747,0.087,3.442,3.529,12,0
1.723,0.087,3.448,3.535,19,0
1.721,0.086,3.467,3.553,13,0
1.699,0.087,3.465,3.551,17,0
1.746,0.087,3.451,3.538,13,0
1.782,0.088,3.444,3.532,16,0
1.827,0.09,3.424,3.514,22,0
1.796,0.089,3.431,3.521,22,0
1.814,0.088,3.435,3.523,17,0
1.824,0.087,3.442,3.529,18,0
1.771,0.086,3.446,3.532,13,0
1.756,0.086,3.453,3.539,15,0
1.782,0.087,3.447,3.535,14,0
1.739,0.089,3.431,3.52,16,0
1.759,0.089,3.424,3.513,19,0
1.787,0.089,3.431,3.52,13,0
1.729,0.089,3.431,3.52,20,0
1.732,0.089,3.443,3.531,15,0
1.734,0.089,3.444,3.533,21,0
1.711,0.088,3.446,3.535,15,0
1.751,0.088,3.452,3.54,9,0
1.765,0.088,3.456,3.545,10,0
1.763,0.089,3.448,3.537,21,0
1.788,0.091,3.434,3.525,15,0
1.801,0.092,3.426,3.518,13,0
1.787,0.092,3.426,3.517,13,0
1.669,0.092,3.426,3.518,16,0
1.749,0.091,3.431,3.522,9,0
1.767,0.092,3.427,3.519,13,0
1.752,0.092,3.429,3.521,16,0
1.813,0.091,3.44,3.531,16,0
1.797,0.09,3.441,3.531,18,0
1.757,0.091,3.434,3.525,8,0
1.761,0.091,3.434,3.525,19,0
1.775,0.091,3.434,3.525,20,0
1.779,0.092,3.426,3.518,16,0
1.734,0.093,3.415,3.508,11,0
1.739,0.093,3.411,3.504,10,0
1.732,0.095,3.395,3.49,15,0
1.776,0.095,3.394,3.488,18,0
1.74,0.095,3.396,3.491,13,0
1.716,0.093,3.406,3.499,13,0
1.749,0.093,3.411,3.504,17,0
1.72,0.092,3.416,3.508,10,0
1.841,0.094,3.404,3.498,20,0
1.786,0.095,3.399,3.493,14,0
1.738,0.094,3.4,3.494,14,0
1.682,0.094,3.404,3.497,14,0
1.768,0.095,3.39,3.485,14,0
1.725,0.093,3.404,3.497,19,0
1.73,0.093,3.395,3.488,14,0
1.736,0.093,3.399,3.492,19,0
1.704,0.093,3.394,3.487,13,0
1.771,0.093,3.398,3.491,13,0
1.763,0.094,3.393,3.487,15,0
1.774,0.094,3.389,3.483,6,0
1.766,0.095,3.371,3.466,20,0
1.783,0.097,3.353,3.45,16,0
1.809,0.098,3.355,3.453,16,0
1.72,0.097,3.363,3.46,9,0
1.728,0.097,3.359,3.456,18,0
1.746,0.097,3.363,3.46,12,0
1.784,0.097,3.371,3.468,9,0
1.79,0.097,3.363,3.46,14,0
1.763,0.097,3.355,3.452,17,0
1.795,0.098,3.338,3.436,13,0
1.757,0.099,3.33,3.428,17,0
1.759,0.098,3.334,3.433,13,0
1.756,0.096,3.356,3.453,14,0
1.709,0.095,3.372,3.467,18,0
1.799,0.096,3.368,3.463,17,0
1.751,0.096,3.368,3.463,11,0
1.738,0.096,3.369,3.465,14,0
1.786,0.096,3.374,3.47,17,0
1.723,0.098,3.36,3.458,19,0
1.736,0.097,3.372,3.469,17,0
1.745,0.097,3.368,3.466,15,0
1.724,0.097,3.369,3.466,22,0
1.767,0.097,3.367,3.464,13,0
1.853,0.097,3.371,3.468,13,0
1.784,0.096,3.373,3.469,10,0
1.735,0.095,3.38,3.475,20,0
1.728,0.094,3.39,3.484,10,0
1.757,0.095,3.381,3.477,11,0
1.79,0.094,3.393,3.486,14,0
1.759,0.094,3.396,3.49,17,0
1.749,0.095,3.39,3.485,17,0
1.729,0.094,3.397,3.492,10,0
1.715,0.093,3.403,3.496,18,0
1.713,0.094,3.394,3.488,19,0
1.735,0.095,3.389,3.483,20,0
1.754,0.094,3.394,3.488,13,0
1.798,0.093,3.409,3.501,15,0
1.75,0.093,3.403,3.495,14,0
1.763,0.092,3.408,3.5,13,0
1.767,0.091,3.414,3.505,19,0
1.731,0.092,3.404,3.496,13,0
1.714,0.092,3.4,3.493,8,0
1.776,0.094,3.393,3.486,17,0
1.75,0.093,3.398,3.491,10,0
1.766,0.094,3.395,3.489,10,0
1.698,0.094,3.392,3.486,18,0
1.728,0.093,3.396,3.489,15,0
1.693,0.092,3.405,3.497,14,0
1.678,0.09,3.42,3.51,14,0
1.68,0.09,3.424,3.514,13,0
1.736,0.091,3.414,3.505,14,0
1.715,0.091,3.421,3.512,7,0
1.722,0.09,3.424,3.514,14,0
1.706,0.091,3.428,3.519,22,0
1.701,0.091,3.427,3.518,16,0
1.775,0.09,3.437,3.526,18,0
1.747,0.09,3.437,3.526,11,0
1.755,0.09,3.44,3.53,10,0
1.739,0.088,3.449,3.538,8,0
1.747,0.088,3.45,3.539,14,0
1.73,0.088,3.454,3.543,18,0
1.83,0.089,3.446,3.535,13,0
1.717,0.09,3.445,3.535,22,0
1.779,0.089,3.452,3.541,14,0
1.78,0.089,3.453,3.542,14,0
1.719,0.091,3.444,3.535,15,0
1.712,0.091,3.444,3.534,13,0
1.758,0.09,3.447,3.537,17,0
1.741,0.09,3.451,3.541,18,0
1.678,0.089,3.456,3.545,10,0
1.71,0.09,3.454,3.544,13,0
1.769,0.089,3.455,3.544,17,0
1.734,0.089,3.443,3.533,19,0
1.79,0.09,3.437,3.527,16,0
1.74,0.09,3.432,3.522,16,0
1.703,0.09,3.439,3.528,19,0
1.73,0.089,3.444,3.533,14,0
1.773,0.09,3.435,3.525,19,0
1.7,0.09,3.436,3.526,10,0
1.759,0.09,3.431,3.521,16,0
1.724,0.091,3.424,3.514,10,0
1.742,0.092,3.423,3.515,19,0
1.746,0.092,3.415,3.507,15,0
1.824,0.093,3.412,3.505,13,0
1.807,0.093,3.412,3.505,13,0
1.734,0.092,3.408,3.5,10,0
1.708,0.09,3.426,3.516,17,0
1.795,0.091,3.423,3.514,14,0
1.699,0.091,3.416,3.508,14,0
1.645,0.091,3.421,3.512,15,0
1.735,0.091,3.424,3.515,13,0
1.8,0.091,3.419,3.511,12,0
1.691,0.091,3.424,3.515,15,0
1.753,0.092,3.409,3.5,16,0
1.797,0.092,3.414,3.505,19,0
1.762,0.091,3.418,3.508,16,0
1.723,0.091,3.412,3.503,14,0
1.755,0.092,3.407,3.499,8,0
1.741,0.092,3.402,3.494,14,0
1.72,0.094,3.399,3.493,10,0
1.754,0.094,3.398,3.492,20,0
1.797,0.094,3.393,3.488,12,0
1.739,0.095,3.393,3.487,11,0
1.796,0.094,3.396,3.489,19,0
1.746,0.093,3.404,3.497,15,0
1.789,0.093,3.412,3.504,16,0
1.795,0.092,3.415,3.507,9,0
1.724,0.091,3.422,3.512,22,0
1.74,0.091,3.417,3.508,19,0
1.703,0.091,3.416,3.507,14,0
1.782,0.092,3.411,3.503,20,0
1.72,0.093,3.395,3.488,15,0
1.746,0.093,3.389,3.482,14,0
1.734,0.093,3.398,3.491,17,0
1.782,0.094,3.392,3.486,12,0
1.706,0.095,3.376,3.471,21,0
1.721,0.094,3.381,3.476,11,0
1.741,0.095,3.374,3.469,24,0
1.734,0.095,3.367,3.462,17,0
1.759,0.096,3.353,3.448,13,0
1.743,0.095,3.364,3.459,24,0
1.792,0.095,3.359,3.454,17,0
1.761,0.095,3.358,3.453,11,0
1.779,0.096,3.342,3.438,16,0
1.759,0.097,3.334,3.431,12,0
1.755,0.097,3.334,3.431,11,0
1.715,0.098,3.333,3.431,14,0
1.835,0.097,3.34,3.437,9,0
1.741,0.095,3.36,3.455,17,0
1.757,0.094,3.375,3.469,14,0
1.757,0.094,3.376,3.47,13,0
1.786,0.094,3.378,3.471,13,0
1.729,0.094,3.378,3.471,11,0
1.756,0.093,3.381,3.474,13,0
1.818,0.094,3.373,3.467,12,0
1.812,0.092,3.388,3.48,12,0
1.778,0.091,3.393,3.485,19,0
1.766,0.091,3.393,3.484,17,0
1.749,0.09,3.399,3.489,23,0
1.772,0.091,3.388,3.479,19,0
1.788,0.091,3.392,3.483,8,0
1.754,0.093,3.379,3.472,14,0
1.779,0.093,3.375,3.468,18,0
1.729,0.094,3.369,3.463,15,0
1.756,0.093,3.373,3.466,22,0
1.706,0.091,3.378,3.469,13,0
1.75,0.091,3.365,3.456,21,0
1.744,0.091,3.372,3.463,9,0
1.756,0.091,3.37,3.461,10,0
1.723,0.091,3.371,3.463,16,0
1.797,0.091,3.371,3.462,15,0
1.784,0.091,3.364,3.455,17,0
1.803,0.091,3.366,3.457,12,0
1.771,0.092,3.36,3.452,15,0
1.757,0.091,3.37,3.461,11,0
1.703,0.09,3.376,3.466,7,0
1.709,0.09,3.378,3.468,12,0
1.732,0.088,3.391,3.479,13,0
1.762,0.088,3.399,3.487,18,0
1.759,0.088,3.401,3.488,15,0
1.761,0.088,3.394,3.482,13,0
1.766,0.088,3.393,3.482,13,0
1.781,0.089,3.391,3.48,17,0
1.673,0.09,3.391,3.48,15,0
1.735,0.09,3.386,3.476,16,0
1.744,0.089,3.391,3.48,17,0
1.704,0.09,3.381,3.471,17,0
1.737,0.09,3.38,3.47,16,0
1.742,0.09,3.377,3.467,12,0
1.73,0.092,3.368,3.459,14,0
1.759,0.092,3.362,3.454,11,0
1.744,0.093,3.358,3.451,20,0
1.703,0.092,3.372,3.464,20,0
1.718,0.09,3.388,3.479,9,0
1.707,0.089,3.392,3.482,19,0
1.708,0.088,3.407,3.496,19,0
1.683,0.088,3.402,3.49,9,0
1.758,0.088,3.398,3.486,13,0
1.681,0.088,3.389,3.477,15,0
1.761,0.089,3.388,3.477,11,0
1.741,0.089,3.385,3.474,10,0
1.789,0.089,3.392,3.481,22,0
1.796,0.088,3.387,3.476,14,0
1.787,0.088,3.385,3.473,14,0
1.745,0.089,3.38,3.469,12,0
1.801,0.089,3.382,3.471,9,0
1.835,0.089,3.383,3.472,21,0
1.727,0.089,3.381,3.47,16,0
1.719,0.089,3.38,3.469,18,0
1.719,0.09,3.373,3.463,8,0
1.767,0.09,3.369,3.459,19,0
1.754,0.09,3.363,3.453,12,0
1.747,0.091,3.354,3.444,15,0
1.775,0.091,3.351,3.442,25,0
1.745,0.09,3.355,3.445,12,0
1.767,0.09,3.357,3.447,19,0
1.77,0.09,3.361,3.451,17,0
1.784,0.091,3.356,3.447,15,0
1.732,0.091,3.36,3.451,10,0
1.673,0.089,3.373,3.462,19,0
1.736,0.089,3.371,3.459,15,0
1.725,0.087,3.388,3.476,24,0
1.731,0.088,3.384,3.472,14,0
1.667,0.087,3.382,3.469,16,0
1.69,0.087,3.379,3.466,12,0
1.685,0.087,3.382,3.469,12,0
1.745,0.086,3.397,3.483,15,0
1.79,0.086,3.404,3.49,21,0
1.719,0.086,3.407,3.493,14,0
1.724,0.087,3.395,3.481,16,0
1.735,0.085,3.414,3.499,15,0
1.714,0.085,3.409,3.494,13,0
1.726,0.085,3.406,3.492,12,0
1.748,0.087,3.406,3.492,23,0
1.749,0.085,3.408,3.493,19,0
1.72,0.085,3.412,3.497,13,0
1.71,0.085,3.404,3.489,17,0
1.67,0.086,3.408,3.493,16,0
1.719,0.086,3.41,3.496,20,0
1.711,0.086,3.406,3.492,10,0
1.724,0.087,3.398,3.485,11,0
1.76,0.088,3.382,3.47,10,0
1.694,0.089,3.373,3.462,18,0
1.696,0.09,3.371,3.46,18,0
1.798,0.089,3.376,3.466,18,0
1.757,0.09,3.37,3.459,12,0
1.755,0.09,3.367,3.458,19,0
1.772,0.09,3.369,3.459,15,0
1.761,0.089,3.372,3.462,13,0
1.74,0.09,3.367,3.457,15,0
1.743,0.091,3.359,3.45,15,0
1.759,0.09,3.358,3.448,11,0
1.757,0.09,3.35,3.441,14,0
1.762,0.091,3.354,3.445,17,0
1.728,0.09,3.357,3.447,9,0
1.697,0.092,3.352,3.444,17,0
1.741,0.092,3.348,3.44,10,0
1.75,0.091,3.356,3.447,10,0
1.794,0.091,3.35,3.442,13,0
1.771,0.092,3.346,3.438,13,0
1.771,0.091,3.356,3.447,15,0
1.78,0.093,3.345,3.438,15,0
1.723,0.093,3.344,3.437,14,0
1.822,0.094,3.324,3.418,17,0
1.775,0.094,3.324,3.419,21,0
1.802,0.095,3.322,3.417,15,0
1.739,0.096,3.318,3.413,8,0
1.656,0.095,3.319,3.414,16,0
1.712,0.094,3.329,3.422,17,0
1.77,0.094,3.319,3.413,20,0
1.775,0.094,3.321,3.415,11,0
1.708,0.094,3.324,3.418,10,0
1.685,0.093,3.342,3.435,17,0
1.687,0.091,3.349,3.44,24,0
1.756,0.091,3.345,3.436,9,0
1.752,0.091,3.345,3.437,11,0
1.784,0.091,3.358,3.45,19,0
1.753,0.092,3.365,3.457,12,0
1.724,0.092,3.361,3.453,16,0
1.737,0.092,3.354,3.446,20,0
1.742,0.093,3.352,3.445,12,0
1.779,0.093,3.358,3.451,12,0
1.728,0.093,3.35,3.443,22,0
1.741,0.093,3.359,3.451,9,0
1.717,0.093,3.361,3.454,6,0
1.771,0.092,3.364,3.455,13,0
1.739,0.091,3.383,3.473,23,0
1.722,0.089,3.406,3.495,21,0
1.71,0.088,3.419,3.507,13,0
1.743,0.088,3.422,3.51,13,0
1.741,0.088,3.423,3.511,19,0
1.757,0.088,3.416,3.504,13,0
1.72,0.088,3.424,3.512,20,0
1.697,0.088,3.425,3.513,24,0
1.786,0.088,3.431,3.519,11,0
1.764,0.088,3.438,3.526,12,0
1.817,0.089,3.428,3.517,9,0
1.763,0.089,3.42,3.509,14,0
1.8,0.088,3.425,3.513,7,0
1.765,0.088,3.424,3.512,9,0
1.773,0.088,3.429,3.517,26,0
1.746,0.087,3.44,3.527,16,0
1.76,0.087,3.438,3.525,14,0
1.781,0.087,3.442,3.529,14,0
1.731,0.089,3.426,3.515,18,0
1.762,0.089,3.422,3.511,13,0
1.73,0.088,3.426,3.515,13,0
1.757,0.088,3.43,3.518,14,0
1.781,0.088,3.43,3.518,15,0
