gpu_usage,net_latency,comput_latency,ete_latency,successful,unsuccessful
1.72,0.095,3.366,3.461,14,0
1.704,0.095,3.373,3.468,10,0
1.759,0.094,3.383,3.478,9,0
1.775,0.096,3.377,3.473,16,0
1.801,0.096,3.379,3.475,15,0
1.793,0.096,3.38,3.476,12,0
1.778,0.095,3.388,3.483,10,0
1.736,0.094,3.396,3.491,19,0
1.737,0.094,3.401,3.495,8,0
1.745,0.094,3.393,3.487,10,0
1.739,0.094,3.399,3.493,11,0
1.741,0.093,3.407,3.499,16,0
1.741,0.094,3.401,3.495,16,0
1.772,0.095,3.386,3.481,16,0
1.769,0.095,3.392,3.487,18,0
1.76,0.094,3.398,3.493,13,0
1.796,0.093,3.408,3.501,6,0
1.789,0.092,3.41,3.503,18,0
1.748,0.092,3.423,3.515,19,0
1.722,0.092,3.425,3.516,16,0
1.757,0.091,3.423,3.514,15,0
1.67,0.092,3.421,3.513,13,0
1.738,0.092,3.42,3.511,14,0
1.727,0.093,3.412,3.505,16,0
1.789,0.093,3.411,3.505,20,0
1.788,0.093,3.418,3.511,11,0
1.762,0.092,3.422,3.513,13,0
1.801,0.092,3.416,3.509,21,0
1.725,0.092,3.425,3.517,24,0
1.798,0.092,3.421,3.513,15,0
1.767,0.092,3.42,3.512,7,0
1.732,0.092,3.413,3.506,17,0
1.729,0.093,3.408,3.501,10,0
1.802,0.092,3.413,3.505,17,0
1.778,0.091,3.422,3.513,16,0
1.748,0.091,3.422,3.513,15,0
1.723,0.092,3.425,3.517,24,0
1.76,0.09,3.429,3.519,18,0
1.749,0.09,3.438,3.528,26,0
1.743,0.09,3.435,3.525,16,0
1.715,0.09,3.441,3.531,16,0
1.724,0.089,3.452,3.541,10,0
1.771,0.09,3.438,3.528,15,0
1.733,0.089,3.447,3.537,12,0
1.762,0.089,3.448,3.537,20,0
1.765,0.089,3.447,3.535,14,0
1.71,0.089,3.448,3.537,16,0
1.719,0.091,3.427,3.518,22,0
1.717,0.09,3.421,3.511,15,0
1.779,0.091,3.412,3.502,11,0
1.765,0.09,3.416,3.506,16,0
1.721,0.091,3.411,3.502,10,0
1.765,0.091,3.407,3.498,17,0
1.779,0.091,3.395,3.486,16,0
1.756,0.091,3.398,3.489,20,0
1.772,0.092,3.385,3.476,19,0
1.762,0.092,3.379,3.472,8,0
1.754,0.093,3.371,3.463,13,0
1.739,0.093,3.366,3.458,10,0
1.706,0.092,3.371,3.463,14,0
1.714,0.092,3.375,3.467,17,0
1.774,0.093,3.372,3.465,10,0
1.754,0.093,3.369,3.463,12,0
1.778,0.093,3.367,3.46,10,0
1.756,0.093,3.37,3.463,14,0
1.711,0.093,3.372,3.465,21,0
1.706,0.092,3.367,3.459,17,0
1.703,0.093,3.359,3.453,14,0
1.803,0.093,3.365,3.457,23,0
1.742,0.093,3.359,3.452,12,0
1.714,0.094,3.356,3.45,15,0
1.741,0.094,3.357,3.451,8,0
1.784,0.095,3.358,3.454,16,0
1.729,0.095,3.362,3.456,16,0
1.763,0.094,3.363,3.457,11,0
1.696,0.094,3.357,3.452,15,0
1.707,0.095,3.357,3.451,20,0
1.788,0.095,3.357,3.451,11,0
1.739,0.095,3.355,3.45,12,0
1.69,0.095,3.351,3.446,20,0
1.757,0.094,3.365,3.46,17,0
1.756,0.094,3.372,3.467,15,0
1.744,0.093,3.38,3.474,13,0
1.757,0.094,3.371,3.465,15,0
1.74,0.094,3.367,3.461,14,0
1.763,0.094,3.368,3.462,15,0
1.719,0.095,3.35,3.445,21,0
1.763,0.095,3.354,3.45,12,0
1.762,0.096,3.356,3.452,22,0
1.731,0.096,3.352,3.448,13,0
1.763,0.095,3.353,3.448,15,0
1.791,0.096,3.354,3.45,21,0
1.762,0.095,3.356,3.451,16,0
1.724,0.094,3.377,3.471,20,0
1.715,0.094,3.384,3.478,17,0
1.717,0.094,3.374,3.468,17,0
1.749,0.095,3.36,3.455,21,0
1.727,0.096,3.354,3.45,15,0
1.732,0.096,3.357,3.453,12,0
1.8,0.096,3.356,3.452,14,0
1.753,0.096,3.364,3.459,16,0
1.737,0.095,3.369,3.464,16,0
1.689,0.094,3.372,3.467,21,0
1.72,0.096,3.36,3.455,24,0
1.704,0.096,3.347,3.443,14,0
1.738,0.095,3.353,3.448,24,0
1.684,0.094,3.361,3.455,15,0
1.726,0.095,3.354,3.449,13,0
1.732,0.095,3.351,3.447,16,0
1.711,0.095,3.352,3.446,18,0
1.725,0.094,3.357,3.451,17,0
1.755,0.094,3.365,3.458,19,0
1.75,0.093,3.371,3.464,10,0
1.766,0.093,3.376,3.469,13,0
1.787,0.094,3.363,3.457,24,0
1.79,0.093,3.373,3.466,18,0
1.733,0.093,3.372,3.465,16,0
1.747,0.092,3.374,3.466,14,0
1.711,0.092,3.374,3.467,8,0
1.683,0.092,3.378,3.469,16,0
1.759,0.092,3.372,3.464,14,0
1.717,0.092,3.366,3.458,10,0
1.678,0.093,3.359,3.452,14,0
1.79,0.094,3.346,3.44,9,0
1.804,0.092,3.368,3.46,21,0
1.785,0.092,3.365,3.457,20,0
1.754,0.092,3.362,3.455,21,0
1.78,0.093,3.366,3.458,17,0
1.76,0.095,3.347,3.441,17,0
1.725,0.093,3.363,3.457,24,0
1.746,0.093,3.362,3.455,12,0
1.761,0.093,3.364,3.457,12,0
1.774,0.092,3.367,3.459,19,0
1.755,0.091,3.368,3.46,15,0
1.75,0.09,3.381,3.472,7,0
1.746,0.089,3.391,3.48,25,0
1.752,0.09,3.386,3.476,10,0
1.775,0.088,3.395,3.483,10,0
1.754,0.087,3.401,3.489,13,0
1.668,0.087,3.407,3.493,12,0
1.694,0.086,3.412,3.498,13,0
1.684,0.086,3.419,3.504,12,0
1.696,0.085,3.413,3.499,20,0
1.764,0.085,3.421,3.506,10,0
1.726,0.084,3.417,3.502,18,0
1.709,0.085,3.421,3.506,17,0
1.678,0.084,3.427,3.512,11,0
1.679,0.084,3.434,3.518,11,0
1.667,0.084,3.432,3.516,18,0
1.736,0.084,3.432,3.515,13,0
1.763,0.083,3.427,3.511,15,0
1.765,0.083,3.426,3.509,23,0
1.705,0.082,3.433,3.514,15,0
1.723,0.082,3.429,3.511,13,0
1.736,0.083,3.416,3.499,19,0
1.739,0.083,3.409,3.492,18,0
1.772,0.084,3.398,3.482,11,0
1.751,0.085,3.391,3.476,18,0
1.669,0.085,3.385,3.471,19,0
1.765,0.088,3.359,3.447,14,0
1.784,0.088,3.357,3.445,17,0
1.772,0.087,3.365,3.452,18,0
1.681,0.087,3.368,3.455,13,0
1.797,0.087,3.372,3.459,17,0
1.78,0.089,3.357,3.446,18,0
1.785,0.09,3.343,3.432,11,0
1.799,0.089,3.351,3.44,11,0
1.77,0.089,3.348,3.438,7,0
1.722,0.089,3.358,3.447,22,0
1.69,0.09,3.348,3.438,12,0
1.721,0.09,3.348,3.438,8,0
1.812,0.091,3.345,3.436,16,0
1.819,0.09,3.348,3.439,20,0
1.757,0.091,3.346,3.437,16,0
1.769,0.092,3.343,3.435,12,0
1.721,0.093,3.324,3.417,22,0
1.707,0.094,3.323,3.417,14,0
1.779,0.093,3.333,3.426,16,0
1.769,0.092,3.337,3.429,19,0
1.752,0.093,3.343,3.435,10,0
1.74,0.093,3.345,3.439,14,0
1.745,0.092,3.351,3.443,17,0
1.781,0.092,3.347,3.439,10,0
1.823,0.092,3.343,3.436,22,0
1.719,0.092,3.349,3.441,8,0
1.749,0.094,3.342,3.435,15,0
1.736,0.093,3.356,3.449,10,0
1.754,0.094,3.345,3.439,8,0
1.74,0.094,3.348,3.443,8,0
1.678,0.094,3.34,3.435,15,0
1.744,0.094,3.344,3.438,12,0
1.688,0.093,3.352,3.445,11,0
1.799,0.093,3.355,3.448,14,0
1.799,0.093,3.348,3.442,19,0
1.734,0.093,3.352,3.445,16,0
1.723,0.091,3.365,3.456,10,0
1.7,0.091,3.366,3.457,15,0
1.723,0.091,3.36,3.452,19,0
1.786,0.091,3.36,3.451,14,0
1.745,0.09,3.372,3.462,22,0
1.809,0.09,3.365,3.455,22,0
1.753,0.09,3.372,3.462,13,0
1.74,0.09,3.379,3.469,16,0
1.744,0.09,3.38,3.47,10,0
1.741,0.09,3.38,3.47,14,0
1.753,0.09,3.382,3.471,12,0
1.827,0.091,3.374,3.465,18,0
1.719,0.09,3.388,3.478,14,0
1.736,0.09,3.386,3.476,17,0
1.772,0.091,3.38,3.471,11,0
1.796,0.092,3.366,3.458,26,0
1.744,0.093,3.363,3.456,24,0
1.714,0.092,3.365,3.457,20,0
1.728,0.093,3.363,3.456,16,0
1.686,0.091,3.375,3.467,17,0
1.701,0.091,3.374,3.465,16,0
1.738,0.091,3.37,3.461,13,0
1.724,0.091,3.366,3.457,9,0
1.751,0.091,3.367,3.458,11,0
1.772,0.091,3.368,3.459,22,0
1.715,0.09,3.364,3.454,19,0
1.783,0.092,3.351,3.443,13,0
1.802,0.092,3.357,3.449,15,0
1.741,0.092,3.357,3.45,17,0
1.737,0.093,3.354,3.447,15,0
1.752,0.092,3.362,3.454,14,0
1.757,0.092,3.363,3.454,12,0
1.771,0.092,3.36,3.452,9,0
1.738,0.092,3.362,3.453,7,0
1.719,0.092,3.364,3.456,18,0
1.759,0.091,3.376,3.467,16,0
1.802,0.092,3.364,3.456,17,0
1.742,0.091,3.365,3.456,11,0
1.729,0.09,3.378,3.469,13,0
1.769,0.09,3.38,3.47,8,0
1.76,0.09,3.378,3.468,7,0
1.775,0.091,3.367,3.458,9,0
1.757,0.091,3.371,3.462,11,0
1.789,0.09,3.384,3.474,8,0
1.762,0.09,3.385,3.475,13,0
1.748,0.09,3.392,3.482,16,0
1.701,0.091,3.391,3.482,13,0
1.803,0.092,3.382,3.474,20,0
1.818,0.091,3.392,3.483,10,0
1.805,0.092,3.378,3.47,17,0
1.768,0.092,3.378,3.471,15,0
1.771,0.091,3.393,3.484,22,0
1.777,0.091,3.391,3.482,11,0
1.764,0.09,3.392,3.482,9,0
1.762,0.091,3.384,3.475,17,0
1.798,0.091,3.38,3.47,11,0
1.782,0.09,3.383,3.473,10,0
1.743,0.089,3.399,3.488,17,0
1.752,0.09,3.397,3.487,19,0
1.715,0.09,3.394,3.484,8,0
1.774,0.091,3.393,3.484,18,0
1.661,0.09,3.398,3.488,17,0
1.716,0.091,3.394,3.485,9,0
1.692,0.09,3.397,3.487,17,0
1.714,0.09,3.401,3.491,17,0
1.703,0.09,3.399,3.489,21,0
1.719,0.089,3.407,3.496,16,0
1.732,0.088,3.415,3.503,18,0
1.716,0.087,3.421,3.508,19,0
1.794,0.087,3.419,3.506,17,0
1.74,0.088,3.418,3.506,21,0
1.774,0.087,3.424,3.511,15,0
1.773,0.086,3.436,3.522,16,0
1.789,0.086,3.442,3.527,12,0
1.76,0.086,3.429,3.515,21,0
1.751,0.084,3.445,3.529,12,0
1.709,0.083,3.458,3.541,12,0
1.71,0.082,3.463,3.545,16,0
1.676,0.082,3.471,3.552,12,0
1.715,0.083,3.46,3.542,13,0
1.751,0.084,3.448,3.532,20,0
1.764,0.082,3.466,3.548,21,0
1.772,0.081,3.476,3.556,25,0
1.801,0.08,3.476,3.556,17,0
1.792,0.081,3.472,3.554,10,0
1.774,0.081,3.483,3.563,7,0
1.761,0.081,3.479,3.559,18,0
1.732,0.082,3.477,3.558,18,0
1.737,0.082,3.485,3.567,10,0
1.741,0.081,3.483,3.564,10,0
1.824,0.083,3.475,3.558,17,0
1.759,0.084,3.464,3.548,11,0
1.746,0.084,3.458,3.542,12,0
1.807,0.084,3.451,3.535,7,0
1.817,0.085,3.447,3.532,11,0
1.779,0.083,3.452,3.535,16,0
1.823,0.083,3.45,3.533,12,0
1.734,0.083,3.451,3.534,6,0
1.769,0.084,3.453,3.536,11,0
1.755,0.085,3.443,3.528,21,0
1.764,0.086,3.444,3.53,12,0
1.779,0.086,3.438,3.524,14,0
1.752,0.086,3.438,3.524,18,0
1.745,0.086,3.447,3.533,20,0
1.765,0.087,3.438,3.525,9,0
1.756,0.085,3.452,3.537,13,0
1.765,0.087,3.436,3.523,23,0
1.793,0.087,3.431,3.518,16,0
1.742,0.087,3.43,3.517,10,0
1.817,0.087,3.437,3.524,23,0
1.74,0.086,3.44,3.526,7,0
1.683,0.088,3.431,3.518,13,0
1.795,0.088,3.427,3.515,13,0
1.807,0.087,3.428,3.516,15,0
1.762,0.088,3.422,3.51,18,0
1.775,0.088,3.414,3.502,7,0
1.745,0.088,3.416,3.504,14,0
1.727,0.088,3.418,3.505,18,0
1.725,0.089,3.412,3.501,13,0
1.72,0.09,3.4,3.489,12,0
1.771,0.087,3.43,3.518,18,0
1.752,0.088,3.429,3.517,14,0
1.726,0.089,3.417,3.506,20,0
1.788,0.09,3.406,3.496,12,0
1.736,0.09,3.409,3.499,13,0
1.76,0.09,3.403,3.493,18,0
1.748,0.09,3.395,3.485,19,0
1.761,0.091,3.399,3.489,16,0
1.794,0.09,3.404,3.493,12,0
1.758,0.09,3.402,3.492,13,0
1.709,0.089,3.407,3.496,16,0
1.72,0.09,3.398,3.488,15,0
1.672,0.09,3.405,3.495,15,0
1.78,0.089,3.412,3.501,20,0
1.753,0.088,3.421,3.509,19,0
1.73,0.089,3.421,3.509,13,0
1.723,0.088,3.432,3.52,15,0
1.751,0.089,3.429,3.518,14,0
1.769,0.088,3.435,3.522,15,0
1.764,0.088,3.438,3.526,15,0
1.784,0.088,3.435,3.523,9,0
1.753,0.088,3.427,3.516,16,0
1.727,0.088,3.435,3.523,11,0
1.796,0.087,3.442,3.529,18,0
1.802,0.086,3.454,3.54,13,0
1.797,0.087,3.45,3.536,15,0
1.736,0.088,3.442,3.53,11,0
1.766,0.088,3.429,3.518,15,0
1.785,0.089,3.432,3.52,17,0
1.756,0.09,3.418,3.508,14,0
1.776,0.091,3.413,3.504,13,0
1.779,0.091,3.414,3.505,17,0
1.711,0.09,3.431,3.521,22,0
1.767,0.089,3.439,3.528,17,0
1.774,0.088,3.445,3.533,20,0
1.731,0.089,3.432,3.521,12,0
1.723,0.09,3.425,3.514,15,0
1.811,0.09,3.423,3.513,11,0
1.743,0.091,3.409,3.5,14,0
1.739,0.091,3.402,3.493,15,0
1.819,0.091,3.401,3.492,17,0
1.827,0.091,3.398,3.489,19,0
1.789,0.09,3.397,3.487,19,0
1.748,0.089,3.397,3.487,14,0
1.787,0.088,3.409,3.497,10,0
1.732,0.088,3.408,3.496,8,0
1.778,0.087,3.42,3.507,18,0
1.739,0.088,3.408,3.496,9,0
1.738,0.088,3.4,3.487,14,0
1.782,0.089,3.382,3.472,15,0
1.757,0.089,3.381,3.47,12,0
1.775,0.089,3.395,3.483,6,0
1.735,0.088,3.4,3.489,4,0
1.689,0.09,3.391,3.48,20,0
1.742,0.089,3.397,3.486,20,0
1.731,0.09,3.396,3.485,11,0
1.781,0.089,3.399,3.488,16,0
1.826,0.089,3.396,3.485,10,0
1.823,0.09,3.381,3.47,12,0
1.756,0.089,3.376,3.465,16,0
1.777,0.089,3.37,3.459,19,0
1.812,0.088,3.388,3.476,13,0
1.781,0.089,3.373,3.462,19,0
1.745,0.088,3.376,3.464,13,0
1.748,0.089,3.376,3.465,14,0
1.746,0.089,3.378,3.467,19,0
1.789,0.089,3.372,3.461,5,0
1.732,0.09,3.365,3.455,14,0
1.744,0.09,3.365,3.456,15,0
1.839,0.091,3.356,3.447,15,0
1.734,0.09,3.362,3.452,20,0
1.739,0.09,3.368,3.459,15,0
1.759,0.091,3.37,3.46,7,0
1.768,0.09,3.373,3.463,14,0
1.725,0.09,3.376,3.467,21,0
1.745,0.091,3.374,3.465,16,0
1.778,0.089,3.386,3.476,18,0
1.765,0.088,3.393,3.481,13,0
1.78,0.088,3.393,3.481,8,0
1.781,0.088,3.388,3.475,13,0
1.739,0.088,3.391,3.479,12,0
1.755,0.088,3.394,3.481,24,0
1.761,0.087,3.394,3.481,15,0
1.755,0.088,3.391,3.479,12,0
1.754,0.086,3.406,3.493,16,0
1.738,0.087,3.399,3.486,17,0
1.762,0.086,3.406,3.493,14,0
1.725,0.088,3.398,3.486,19,0
1.775,0.088,3.402,3.49,14,0
1.754,0.088,3.402,3.49,12,0
1.72,0.087,3.413,3.499,15,0
1.785,0.086,3.409,3.495,12,0
1.713,0.086,3.405,3.492,12,0
1.76,0.087,3.399,3.486,15,0
1.735,0.087,3.397,3.484,17,0
1.777,0.087,3.399,3.487,11,0
1.752,0.086,3.406,3.493,14,0
1.786,0.087,3.399,3.485,21,0
1.737,0.086,3.4,3.486,26,0
1.706,0.086,3.394,3.48,11,0
1.735,0.088,3.381,3.469,15,0
1.723,0.089,3.377,3.466,21,0
1.756,0.089,3.374,3.463,13,0
1.726,0.088,3.38,3.468,15,0
1.755,0.089,3.381,3.47,9,0
1.762,0.089,3.376,3.465,13,0
1.747,0.089,3.377,3.465,9,0
1.687,0.089,3.377,3.466,17,0
1.729,0.089,3.388,3.477,9,0
1.741,0.09,3.382,3.471,12,0
1.759,0.089,3.388,3.477,18,0
1.722,0.089,3.397,3.486,21,0
1.673,0.09,3.394,3.484,19,0
1.778,0.089,3.404,3.493,15,0
1.749,0.089,3.408,3.496,16,0
1.806,0.088,3.413,3.501,14,0
1.78,0.088,3.407,3.495,8,0
1.777,0.087,3.421,3.508,11,0
1.768,0.086,3.422,3.509,17,0
1.851,0.086,3.419,3.506,17,0
1.766,0.086,3.42,3.506,12,0
1.716,0.086,3.421,3.507,11,0
1.753,0.087,3.408,3.496,10,0
1.787,0.086,3.425,3.511,15,0
1.78,0.086,3.432,3.518,14,0
1.767,0.085,3.442,3.526,12,0
1.735,0.085,3.436,3.521,20,0
1.721,0.086,3.436,3.521,17,0
1.733,0.085,3.441,3.526,18,0
1.688,0.085,3.446,3.53,13,0
1.779,0.085,3.439,3.524,12,0
1.713,0.086,3.43,3.516,13,0
1.783,0.086,3.438,3.524,18,0
1.756,0.086,3.443,3.529,14,0
1.758,0.086,3.445,3.53,14,0
1.7,0.086,3.446,3.532,16,0
1.717,0.086,3.447,3.533,14,0
1.749,0.086,3.449,3.535,17,0
1.72,0.086,3.451,3.537,18,0
1.784,0.085,3.457,3.542,14,0
1.784,0.086,3.45,3.536,14,0
1.753,0.085,3.459,3.544,23,0
1.747,0.084,3.457,3.542,14,0
1.73,0.085,3.454,3.539,13,0
1.762,0.086,3.447,3.533,14,0
1.764,0.087,3.436,3.522,21,0
1.697,0.086,3.442,3.528,17,0
1.69,0.087,3.427,3.514,17,0
1.741,0.087,3.431,3.517,12,0
1.722,0.087,3.428,3.515,17,0
1.771,0.088,3.42,3.508,11,0
1.768,0.088,3.421,3.508,13,0
1.787,0.089,3.407,3.496,15,0
1.763,0.09,3.396,3.486,12,0
1.75,0.09,3.391,3.481,15,0
1.829,0.091,3.382,3.473,11,0
1.771,0.089,3.4,3.489,23,0
1.757,0.088,3.405,3.493,13,0
1.79,0.089,3.405,3.493,11,0
1.739,0.088,3.415,3.503,15,0
1.776,0.087,3.418,3.505,17,0
1.722,0.087,3.421,3.508,13,0
1.764,0.086,3.421,3.507,13,0
1.765,0.087,3.415,3.502,12,0
1.69,0.086,3.43,3.516,17,0
1.69,0.085,3.442,3.527,13,0
1.734,0.084,3.455,3.539,7,0
1.72,0.085,3.448,3.533,8,0
1.749,0.087,3.43,3.517,15,0
1.763,0.087,3.43,3.517,19,0
1.722,0.087,3.429,3.516,15,0
1.784,0.089,3.417,3.506,13,0
1.698,0.09,3.401,3.491,16,0
1.756,0.091,3.399,3.489,26,0
1.718,0.092,3.389,3.481,12,0
1.662,0.092,3.39,3.482,15,0
1.756,0.092,3.388,3.479,15,0
1.752,0.093,3.387,3.48,18,0
1.698,0.093,3.383,3.476,11,0
1.714,0.094,3.372,3.466,14,0
1.783,0.094,3.378,3.472,11,0
1.738,0.094,3.38,3.474,19,0
1.726,0.096,3.37,3.466,19,0
1.763,0.096,3.363,3.459,12,0
1.693,0.096,3.365,3.461,16,0
1.788,0.095,3.367,3.462,7,0
1.762,0.095,3.364,3.459,12,0
1.775,0.095,3.359,3.454,11,0
1.799,0.096,3.347,3.444,17,0
1.754,0.096,3.353,3.449,7,0
1.735,0.095,3.357,3.453,18,0
1.761,0.096,3.355,3.451,9,0
1.779,0.096,3.354,3.45,6,0
1.71,0.095,3.361,3.456,17,0
1.731,0.095,3.369,3.464,15,0
1.785,0.095,3.355,3.45,20,0
1.719,0.097,3.35,3.447,16,0
1.729,0.096,3.354,3.45,19,0
1.717,0.096,3.352,3.448,21,0
1.752,0.096,3.357,3.453,16,0
1.773,0.095,3.361,3.456,11,0
1.689,0.095,3.356,3.451,14,0
1.646,0.095,3.352,3.447,13,0
1.715,0.096,3.348,3.444,21,0
1.779,0.096,3.347,3.443,15,0
1.75,0.095,3.354,3.449,19,0
1.744,0.097,3.336,3.433,15,0
1.732,0.096,3.339,3.434,13,0
1.812,0.096,3.338,3.434,12,0
1.76,0.095,3.342,3.437,11,0
1.784,0.094,3.355,3.449,17,0
1.736,0.094,3.347,3.441,16,0
1.715,0.094,3.352,3.445,18,0
1.71,0.094,3.355,3.449,16,0
1.717,0.094,3.357,3.451,13,0
1.747,0.095,3.354,3.448,17,0
1.785,0.095,3.36,3.454,12,0
1.78,0.095,3.359,3.454,12,0
1.789,0.095,3.361,3.455,14,0
1.749,0.096,3.355,3.451,6,0
1.754,0.095,3.36,3.456,13,0
1.722,0.095,3.363,3.458,19,0
1.749,0.095,3.366,3.461,12,0
1.742,0.094,3.383,3.477,14,0
1.763,0.094,3.368,3.462,19,0
1.732,0.093,3.385,3.477,16,0
1.803,0.093,3.379,3.472,18,0
1.732,0.092,3.391,3.483,9,0
1.786,0.092,3.389,3.482,13,0
1.71,0.092,3.4,3.493,15,0
1.785,0.093,3.392,3.485,12,0
1.709,0.093,3.4,3.492,15,0
1.741,0.091,3.41,3.501,12,0
1.753,0.091,3.417,3.508,19,0
1.738,0.09,3.423,3.513,20,0
1.707,0.091,3.415,3.506,11,0
1.798,0.089,3.423,3.512,14,0
1.75,0.089,3.422,3.512,13,0
1.76,0.09,3.415,3.505,15,0
1.725,0.09,3.415,3.505,15,0
1.747,0.09,3.408,3.498,21,0
1.769,0.088,3.425,3.514,11,0
1.686,0.088,3.427,3.515,17,0
1.72,0.089,3.407,3.496,18,0
1.745,0.089,3.41,3.499,18,0
1.764,0.09,3.404,3.494,16,0
1.749,0.089,3.414,3.503,11,0
1.728,0.089,3.415,3.504,12,0
1.772,0.089,3.419,3.507,16,0
1.76,0.088,3.42,3.509,10,0
1.705,0.088,3.42,3.508,18,0
1.754,0.088,3.426,3.514,10,0
1.747,0.088,3.422,3.51,16,0
1.795,0.089,3.412,3.501,9,0
1.762,0.088,3.421,3.509,16,0
1.766,0.089,3.415,3.504,18,0
1.731,0.089,3.42,3.508,11,0
1.792,0.088,3.428,3.517,12,0
1.717,0.089,3.423,3.512,11,0
1.754,0.089,3.423,3.512,13,0
1.769,0.089,3.419,3.507,15,0
1.71,0.089,3.422,3.511,15,0
1.803,0.088,3.427,3.515,20,0
1.746,0.089,3.417,3.506,9,0
1.754,0.089,3.414,3.503,13,0
1.762,0.089,3.414,3.503,18,0
1.794,0.089,3.411,3.5,10,0
1.707,0.09,3.399,3.489,20,0
1.794,0.089,3.401,3.49,23,0
1.734,0.089,3.393,3.482,16,0
1.785,0.089,3.398,3.486,16,0
1.771,0.088,3.401,3.489,13,0
1.726,0.088,3.399,3.486,14,0
1.747,0.087,3.396,3.483,13,0
1.752,0.087,3.402,3.489,12,0
1.781,0.087,3.403,3.489,10,0
1.766,0.087,3.399,3.486,14,0
1.769,0.087,3.393,3.48,15,0
1.781,0.088,3.39,3.479,20,0
1.711,0.087,3.399,3.486,13,0
1.748,0.088,3.388,3.476,14,0
1.759,0.089,3.38,3.469,21,0
1.752,0.089,3.385,3.474,7,0
1.731,0.089,3.384,3.473,15,0
1.712,0.09,3.377,3.467,14,0
1.804,0.09,3.384,3.474,10,0
1.805,0.09,3.392,3.482,10,0
1.814,0.091,3.392,3.482,10,0
1.794,0.091,3.374,3.466,15,0
1.757,0.092,3.368,3.46,15,0
1.791,0.09,3.379,3.469,12,0
1.742,0.09,3.376,3.466,13,0
1.748,0.089,3.375,3.464,20,0
1.73,0.089,3.378,3.467,14,0
1.671,0.088,3.385,3.473,19,0
1.737,0.088,3.386,3.475,16,0
1.698,0.088,3.386,3.475,15,0
1.693,0.09,3.365,3.456,18,0
1.698,0.09,3.367,3.457,12,0
1.74,0.091,3.355,3.446,10,0
1.749,0.092,3.345,3.437,17,0
1.736,0.092,3.341,3.433,10,0
1.726,0.092,3.339,3.431,13,0
1.742,0.092,3.337,3.43,13,0
1.782,0.093,3.338,3.431,17,0
1.775,0.093,3.335,3.428,18,0
1.766,0.093,3.333,3.427,13,0
1.696,0.092,3.346,3.438,18,0
1.761,0.092,3.356,3.447,22,0
1.737,0.093,3.346,3.439,19,0
1.753,0.093,3.335,3.428,18,0
1.785,0.095,3.33,3.424,18,0
1.747,0.096,3.316,3.412,16,0
1.697,0.096,3.325,3.42,14,0
1.805,0.096,3.325,3.42,14,0
1.786,0.096,3.328,3.424,15,0
1.812,0.096,3.328,3.424,12,0
1.82,0.097,3.322,3.419,16,0
1.767,0.098,3.316,3.414,14,0
1.764,0.097,3.319,3.416,14,0
1.753,0.098,3.32,3.418,20,0
1.721,0.097,3.329,3.426,23,0
1.747,0.096,3.335,3.43,18,0
1.699,0.095,3.348,3.443,21,0
1.744,0.095,3.36,3.455,14,0
1.738,0.096,3.35,3.446,15,0
1.804,0.095,3.352,3.447,18,0
1.749,0.095,3.36,3.454,10,0
1.782,0.094,3.367,3.46,14,0
1.753,0.093,3.366,3.46,12,0
1.756,0.093,3.368,3.462,14,0
1.77,0.093,3.381,3.474,13,0
1.801,0.092,3.385,3.477,9,0
1.797,0.093,3.385,3.478,20,0
1.808,0.093,3.381,3.474,11,0
1.752,0.092,3.387,3.479,14,0
1.749,0.091,3.398,3.489,18,0
1.717,0.091,3.4,3.49,15,0
1.759,0.092,3.387,3.479,10,0
1.734,0.092,3.386,3.479,9,0
1.73,0.092,3.389,3.48,12,0
1.728,0.091,3.394,3.485,9,0
1.819,0.091,3.4,3.491,12,0
1.749,0.09,3.413,3.504,11,0
1.764,0.091,3.414,3.505,26,0
1.801,0.091,3.416,3.507,16,0
1.764,0.09,3.421,3.51,20,0
1.743,0.09,3.415,3.506,25,0
1.77,0.092,3.404,3.495,14,0
1.765,0.092,3.396,3.488,11,0
1.808,0.094,3.383,3.477,14,0
1.764,0.093,3.392,3.485,18,0
1.763,0.093,3.39,3.483,8,0
1.724,0.094,3.376,3.47,11,0
1.721,0.095,3.353,3.448,19,0
1.795,0.095,3.346,3.442,12,0
1.764,0.096,3.351,3.447,18,0
1.727,0.096,3.349,3.446,16,0
1.758,0.096,3.353,3.449,21,0
1.732,0.095,3.365,3.46,13,0
1.739,0.094,3.375,3.47,18,0
1.772,0.096,3.37,3.466,17,0
1.727,0.096,3.367,3.463,11,0
1.792,0.098,3.356,3.454,10,0
1.746,0.098,3.358,3.456,7,0
1.757,0.098,3.355,3.452,13,0
1.816,0.096,3.374,3.469,12,0
1.752,0.096,3.369,3.465,20,0
1.738,0.095,3.38,3.475,14,0
1.729,0.096,3.382,3.477,16,0
1.747,0.096,3.376,3.472,16,0
1.695,0.096,3.379,3.475,9,0
1.697,0.095,3.392,3.488,15,0
1.668,0.095,3.392,3.487,16,0
1.744,0.095,3.384,3.479,23,0
1.761,0.096,3.383,3.479,17,0
1.75,0.096,3.386,3.482,10,0
1.766,0.095,3.387,3.482,25,0
1.786,0.095,3.384,3.479,23,0
1.786,0.096,3.371,3.467,23,0
1.751,0.095,3.376,3.471,22,0
1.667,0.094,3.38,3.474,17,0
1.786,0.094,3.388,3.482,8,0
